0.000000, 1.000000, 1.000000, 0.000000
0.025000, 1.000005, 1.000005, 0.000000
0.050000, 1.000042, 1.000042, 0.000000
0.075000, 1.000141, 1.000141, 0.000000
0.100000, 1.000333, 1.000333, 0.000000
0.125000, 1.000651, 1.000651, 0.000000
0.150000, 1.001126, 1.001126, 0.000000
0.175000, 1.001788, 1.001788, 0.000000
0.200000, 1.002670, 1.002670, 0.000000
0.225000, 1.003804, 1.003804, 0.000000
0.250000, 1.005222, 1.005222, 0.000000
0.275000, 1.006956, 1.006956, 0.000000
0.300000, 1.009041, 1.009041, 0.000000
0.325000, 1.011508, 1.011508, 0.000000
0.350000, 1.014394, 1.014394, 0.000000
0.375000, 1.017734, 1.017734, 0.000000
0.400000, 1.021563, 1.021563, 0.000000
0.425000, 1.025919, 1.025919, 0.000000
0.450000, 1.030841, 1.030841, 0.000000
0.475000, 1.036370, 1.036370, 0.000000
0.500000, 1.042547, 1.042547, 0.000000
0.525000, 1.049417, 1.049417, 0.000000
0.550000, 1.057025, 1.057025, 0.000000
0.575000, 1.065421, 1.065421, 0.000000
0.600000, 1.074655, 1.074655, 0.000000
0.625000, 1.084783, 1.084783, 0.000000
0.650000, 1.095862, 1.095862, 0.000000
0.675000, 1.107955, 1.107955, 0.000000
0.700000, 1.121126, 1.121126, 0.000000
0.725000, 1.135447, 1.135447, 0.000000
0.750000, 1.150993, 1.150993, 0.000000
0.775000, 1.167847, 1.167847, 0.000000
0.800000, 1.186095, 1.186095, 0.000000
0.825000, 1.205835, 1.205835, 0.000000
0.850000, 1.227167, 1.227167, 0.000000
0.875000, 1.250205, 1.250205, 0.000000
0.900000, 1.275069, 1.275069, 0.000000
0.925000, 1.301891, 1.301891, 0.000000
0.950000, 1.330815, 1.330815, 0.000000
0.975000, 1.361999, 1.361999, 0.000000
1.000000, 1.395612, 1.395612, 0.000000
1.025000, 1.431845, 1.431845, 0.000000
1.050000, 1.470901, 1.470901, 0.000000
1.075000, 1.513007, 1.513007, 0.000000
1.100000, 1.558411, 1.558411, 0.000000
1.125000, 1.607386, 1.607386, 0.000000
1.150000, 1.660234, 1.660234, 0.000000
1.175000, 1.717285, 1.717285, 0.000000
1.200000, 1.778909, 1.778909, 0.000000
1.225000, 1.845509, 1.845509, 0.000000
1.250000, 1.917537, 1.917537, 0.000000
1.275000, 1.995492, 1.995492, 0.000000
1.300000, 2.079928, 2.079928, 0.000000
1.325000, 2.171463, 2.171463, 0.000000
1.350000, 2.270784, 2.270784, 0.000000
1.375000, 2.378658, 2.378658, 0.000000
1.400000, 2.495943, 2.495943, 0.000000
1.425000, 2.623599, 2.623599, 0.000000
1.450000, 2.762700, 2.762700, 0.000000
1.475000, 2.914453, 2.914453, 0.000000
1.500000, 3.080217, 3.080217, 0.000000
1.525000, 3.261518, 3.261518, 0.000000
1.550000, 3.460080, 3.460080, 0.000000
1.575000, 3.677849, 3.677849, 0.000000
1.600000, 3.917028, 3.917029, 0.000000
1.625000, 4.180114, 4.180114, 0.000000
1.650000, 4.469940, 4.469940, 0.000000
1.675000, 4.789729, 4.789730, 0.000000
1.700000, 5.143154, 5.143155, 0.000001
1.725000, 5.534406, 5.534407, 0.000001
1.750000, 5.968277, 5.968277, 0.000001
1.775000, 6.450255, 6.450256, 0.000001
1.800000, 6.986640, 6.986642, 0.000001
1.825000, 7.584677, 7.584678, 0.000002
1.850000, 8.252708, 8.252710, 0.000002
1.875000, 9.000367, 9.000369, 0.000003
1.900000, 9.838793, 9.838796, 0.000003
1.925000, 10.780896, 10.780900, 0.000004
1.950000, 11.841669, 11.841674, 0.000005
1.975000, 13.038558, 13.038564, 0.000006
2.000000, 14.391908, 14.391916, 0.000008
