-2,53.51,
-1.98,46.863494,
-1.96,40.876518,
-1.94,35.497306,
-1.92,30.677291,
-1.9,26.370957,
-1.88,22.535694,
-1.86,19.13165,
-1.84,16.121602,
-1.82,13.47082,
-1.8,11.146943,
-1.78,9.119855,
-1.76,7.361568,
-1.74,5.846109,
-1.72,4.54941,
-1.7,3.449206,
-1.68,2.52493,
-1.66,1.75762,
-1.64,1.129826,
-1.62,0.625516,
-1.6,0.23,0.23
-1.58,-0.070162,
-1.56,-0.28723,
-1.54,-0.432364,
-1.52,-0.515694,
-1.5,-0.546387,
-1.48,-0.532713,
-1.46,-0.482108,
-1.44,-0.401233,
-1.42,-0.296028,
-1.4,-0.171768,
-1.38,-0.033115,
-1.36,0.115838,
-1.34,0.271518,
-1.32,0.43083,
-1.3,0.591115,
-1.28,0.750113,
-1.26,0.905927,
-1.24,1.056985,
-1.22,1.202012,
-1.2,1.34,1.34
-1.18,1.470175,
-1.16,1.591975,
-1.14,1.705025,
-1.12,1.809112,
-1.1,1.904164,
-1.08,1.990233,
-1.06,2.067474,
-1.04,2.136129,
-1.02,2.196512,
-1,2.248994,
-0.98,2.293991,
-0.96,2.331954,
-0.94,2.363354,
-0.92,2.388678,
-0.9,2.408417,
-0.88,2.423058,
-0.86,2.433081,
-0.84,2.438953,
-0.82,2.441118,
-0.8,2.44,2.44
-0.78,2.435995,
-0.76,2.429472,
-0.74,2.420765,
-0.72,2.410179,
-0.7,2.397985,
-0.68,2.384419,
-0.66,2.369684,
-0.64,2.353951,
-0.62,2.337357,
-0.6,2.320009,
-0.58,2.301984,
-0.56,2.283332,
-0.54,2.264075,
-0.52,2.244214,
-0.5,2.223727,
-0.48,2.202575,
-0.46,2.180701,
-0.44,2.158035,
-0.42,2.134497,
-0.4,2.11,2.11
-0.38,2.084449,
-0.36,2.057749,
-0.34,2.029804,
-0.32,2.000521,
-0.3,1.969813,
-0.28,1.937602,
-0.26,1.903817,
-0.24,1.868402,
-0.22,1.831314,
-0.2,1.792529,
-0.18,1.752037,
-0.16,1.70985,
-0.14,1.666002,
-0.12,1.620545,
-0.1,1.573557,
-0.08,1.525138,
-0.06,1.475413,
-0.04,1.424529,
-0.02,1.372659,
0,1.32,1.32
0.02,1.26677,
0.04,1.21321,
0.06,1.159584,
0.08,1.106175,
0.1,1.053285,
0.12,1.001233,
0.14,0.950353,
0.16,0.900993,
0.18,0.85351,
0.2,0.808271,
0.22,0.765647,
0.24,0.726014,
0.26,0.689746,
0.28,0.657214,
0.3,0.628782,
0.32,0.604806,
0.34,0.585625,
0.36,0.571566,
0.38,0.562931,
0.4,0.56,0.56
0.42,0.563026,
0.44,0.572231,
0.46,0.587801,
0.48,0.609884,
0.5,0.638589,
0.52,0.673978,
0.54,0.716067,
0.56,0.764822,
0.58,0.820155,
0.6,0.881923,
0.62,0.949928,
0.64,1.023911,
0.66,1.103553,
0.68,1.188476,
0.7,1.278239,
0.72,1.37234,
0.74,1.470217,
0.76,1.571248,
0.78,1.674754,
0.8,1.78,1.78
0.82,1.8862,
0.84,1.99252,
0.86,2.098083,
0.88,2.201973,
0.9,2.303246,
0.92,2.400932,
0.94,2.494049,
0.96,2.581608,
0.98,2.662627,
1,2.736142,
1.02,2.801219,
1.04,2.856971,
1.06,2.902573,
1.08,2.937279,
1.1,2.96044,
1.12,2.971527,
1.14,2.970153,
1.16,2.956092,
1.18,2.929313,
1.2,2.89,2.89
1.22,2.838585,
1.24,2.775778,
1.26,2.702604,
1.28,2.620431,
1.3,2.531018,
1.32,2.436545,
1.34,2.339664,
1.36,2.243536,
1.38,2.151888,
1.4,2.069052,
1.42,2.000028,
1.44,1.950532,
1.46,1.927059,
1.48,1.936943,
1.5,1.98842,
1.52,2.090698,
1.54,2.254025,
1.56,2.489767,
1.58,2.810481,
1.6,3.23,3.23
1.62,3.763514,
1.64,4.42766,
1.66,5.240616,
1.68,6.222193,
1.7,7.393939,
1.72,8.77924,
1.74,10.403427,
1.76,12.293895,
1.78,14.480212,
1.8,16.994247,
1.82,19.870292,
1.84,23.145192,
1.86,26.858486,
1.88,31.052542,
1.9,35.772705,
1.92,41.067446,
1.94,46.988523,
1.96,53.591135,
1.98,60.934095,
