-10,22036.4658
-9.933333,20615.84594
-9.866667,19286.84184
-9.8,18043.54493
-9.733333,16880.42768
-9.666667,15792.31907
-9.6,14774.38157
-9.533333,13822.08962
-9.466667,12931.20955
-9.4,12097.78073
-9.333333,11318.09794
-9.266667,10588.69495
-9.2,9906.329059
-9.133333,9267.9667
-9.066667,8670.769954
-9,8112.083928
-8.933333,7589.424948
-8.866667,7100.469522
-8.8,6643.044006
-8.733333,6215.114942
-8.666667,5814.780013
-8.6,5440.259591
-8.533333,5089.888821
-8.466667,4762.110219
-8.4,4455.466748
-8.333333,4168.595339
-8.266667,3900.220832
-8.2,3649.150307
-8.133333,3414.267778
-8.066667,3194.529232
-8,2988.957987
-7.933333,2796.640352
-7.866667,2616.721562
-7.8,2448.401978
-7.733333,2290.933531
-7.666667,2143.6164
-7.6,2005.795895
-7.533333,1876.859551
-7.466667,1756.2344
-7.4,1643.38443
-7.333333,1537.808195
-7.266667,1439.03659
-7.2,1346.630764
-7.133333,1260.180169
-7.066667,1179.300734
-7,1103.633158
-6.933333,1032.841313
-6.866667,966.610748
-6.8,904.647292
-6.733333,846.675746
-6.666667,792.438661
-6.6,741.695189
-6.533333,694.220018
-6.466667,649.802363
-6.4,608.245038
-6.333333,569.36357
-6.266667,532.985386
-6.2,498.949041
-6.133333,467.103503
-6.066667,437.30748
-6,409.428793
-5.933333,383.343788
-5.866667,358.936783
-5.8,336.09956
-5.733333,314.730879
-5.666667,294.736029
-5.6,276.026407
-5.533333,258.519126
-5.466667,242.136643
-5.4,226.806416
-5.333333,212.460582
-5.266667,199.035655
-5.2,186.472242
-5.133333,174.714782
-5.066667,163.711296
-5,153.413159
-4.933333,143.77488
-4.866667,134.753904
-4.8,126.310418
-4.733333,118.407178
-4.666667,111.009342
-4.6,104.084316
-4.533333,97.601606
-4.466667,91.532685
-4.4,85.850869
-4.333333,80.53119
-4.266667,75.550294
-4.2,70.886331
-4.133333,66.518862
-4.066667,62.428764
-4,58.59815
-3.933333,55.010284
-3.866667,51.649511
-3.8,48.501184
-3.733333,45.551604
-3.666667,42.787951
-3.6,40.198234
-3.533333,37.771237
-3.466667,35.496465
-3.4,33.3641
-3.333333,31.364958
-3.266667,29.490448
-3.2,27.73253
-3.133333,26.083687
-3.066667,24.536883
-3,23.085537
-2.933333,21.723493
-2.866667,20.444993
-2.8,19.244647
-2.733333,18.117415
-2.666667,17.058583
-2.6,16.063738
-2.533333,15.128754
-2.466667,14.249771
-2.4,13.423176
-2.333333,12.645592
-2.266667,11.913857
-2.2,11.225013
-2.133333,10.576297
-2.066667,9.965118
-2,9.389056
-1.933333,8.845847
-1.866667,8.333371
-1.8,7.849647
-1.733333,7.392821
-1.666667,6.961157
-1.6,6.553032
-1.533333,6.16693
-1.466667,5.801428
-1.4,5.4552
-1.333333,5.127001
-1.266667,4.815669
-1.2,4.520117
-1.133333,4.239326
-1.066667,3.972344
-1,3.718282
-0.933333,3.476305
-0.866667,3.245634
-0.8,3.025541
-0.733333,2.815342
-0.666667,2.614401
-0.6,2.422119
-0.533333,2.237938
-0.466667,2.061336
-0.4,1.891825
-0.333333,1.728946
-0.266667,1.572272
-0.2,1.421403
-0.133333,1.275964
-0.066667,1.135606
0,1
0.066667,0.86884
0.133333,0.74184
0.2,0.618731
0.266667,0.499262
0.333333,0.383198
0.4,0.27032
0.466667,0.160422
0.533333,0.053313
0.6,-0.051188
0.666667,-0.15325
0.733333,-0.253028
0.8,-0.350671
0.866667,-0.446316
0.933333,-0.540093
1,-0.632121
1.066667,-0.722513
1.133333,-0.811375
1.2,-0.898806
1.266667,-0.984897
1.333333,-1.069736
1.4,-1.153403
1.466667,-1.235973
1.533333,-1.317518
1.6,-1.398103
1.666667,-1.477791
1.733333,-1.556639
1.8,-1.634701
1.866667,-1.712028
1.933333,-1.788668
2,-1.864665
2.066667,-1.94006
2.133333,-2.014892
2.2,-2.089197
2.266667,-2.16301
2.333333,-2.236361
2.4,-2.309282
2.466667,-2.381799
2.533333,-2.453939
2.6,-2.525726
2.666667,-2.597183
2.733333,-2.668331
2.8,-2.73919
2.866667,-2.809778
2.933333,-2.880114
3,-2.950213
3.066667,-3.020091
3.133333,-3.089761
3.2,-3.159238
3.266667,-3.228533
3.333333,-3.297659
3.4,-3.366627
3.466667,-3.435446
3.533333,-3.504126
3.6,-3.572676
3.666667,-3.641105
3.733333,-3.70942
3.8,-3.777629
3.866667,-3.845739
3.933333,-3.913755
4,-3.981684
4.066667,-4.049532
4.133333,-4.117304
4.2,-4.185004
4.266667,-4.252638
4.333333,-4.32021
4.4,-4.387723
4.466667,-4.455181
4.533333,-4.522589
4.6,-4.589948
4.666667,-4.657263
4.733333,-4.724536
4.8,-4.79177
4.866667,-4.858968
4.933333,-4.926131
5,-4.993262
5.066667,-5.060363
5.133333,-5.127436
5.2,-5.194483
5.266667,-5.261506
5.333333,-5.328505
5.4,-5.395483
5.466667,-5.462441
5.533333,-5.529381
5.6,-5.596302
5.666667,-5.663207
5.733333,-5.730097
5.8,-5.796972
5.866667,-5.863834
5.933333,-5.930684
6,-5.997521
6.066667,-6.064348
6.133333,-6.131164
6.2,-6.197971
6.266667,-6.264768
6.333333,-6.331557
6.4,-6.398338
6.466667,-6.465112
6.533333,-6.531879
6.6,-6.59864
6.666667,-6.665394
6.733333,-6.732143
6.8,-6.798886
6.866667,-6.865625
6.933333,-6.932359
7,-6.999088
7.066667,-7.065814
7.133333,-7.132535
7.2,-7.199253
7.266667,-7.265968
7.333333,-7.33268
7.4,-7.399389
7.466667,-7.466095
7.533333,-7.532798
7.6,-7.5995
7.666667,-7.666198
7.733333,-7.732895
