7.8,-7.79959
7.866667,-7.866283
7.933333,-7.932975
8,-7.999665
8.066667,-8.066353
8.133333,-8.13304
8.2,-8.199725
8.266667,-8.26641
8.333333,-8.333093
8.4,-8.399775
8.466667,-8.466456
8.533333,-8.533137
8.6,-8.599816
8.666667,-8.666494
8.733333,-8.733172
8.8,-8.799849
8.866667,-8.866526
8.933333,-8.933201
9,-8.999877
9.066667,-9.066551
9.133333,-9.133225
9.2,-9.199899
9.266667,-9.266572
9.333333,-9.333245
9.4,-9.399917
9.466667,-9.466589
9.533333,-9.533261
9.6,-9.599932
9.666667,-9.666603
9.733333,-9.733274
9.8,-9.799945
9.866667,-9.866615
9.933333,-9.933285
10,-9.999955
