0.200000, 0.980047, -0.199259
0.400000, 0.920324, -0.398632
0.600000, 0.819835, -0.609846
0.800000, 0.674069, -0.856329
1.000000, 0.472604, -1.173885
1.200000, 0.196780, -1.606966
1.400000, -0.179132, -2.167555
1.600000, -0.667712, -2.671503
1.800000, -1.205906, -2.564435
2.000000, -1.632589, -1.616289
2.200000, -1.849257, -0.603826
2.400000, -1.904285, -0.019899
2.600000, -1.877026, 0.253453
2.800000, -1.811466, 0.386515
3.000000, -1.725638, 0.466475
3.200000, -1.625806, 0.530957
3.400000, -1.513095, 0.597515
3.600000, -1.385919, 0.677382
3.800000, -1.240516, 0.781965
4.000000, -1.070444, 0.927439
4.200000, -0.865117, 1.140153
4.400000, -0.607080, 1.463625
4.600000, -0.268209, 1.958770
4.800000, 0.189730, 2.642295
5.000000, 0.782407, 3.200248
5.200000, 1.400619, 2.775331
5.400000, 1.824319, 1.417228
5.600000, 1.992145, 0.369784
5.800000, 2.009971, -0.110595
6.000000, 1.964755, -0.308409
6.200000, 1.892730, -0.400528
6.400000, 1.806580, -0.457688
6.600000, 1.710115, -0.506735
6.800000, 1.603632, -0.559378
7.000000, 1.485639, -0.623021
7.200000, 1.353200, -0.705300
7.400000, 1.201583, -0.817045
7.600000, 1.023289, -0.975836
7.800000, 0.806194, -1.211454
8.000000, 0.530419, -1.572580
8.200000, 0.164637, -2.120016
8.400000, -0.329299, -2.826221
8.600000, -0.946822, -3.220868
8.800000, -1.534964, -2.468388
9.000000, -1.889139, -1.086873
9.200000, -2.006936, -0.203854
9.400000, -2.002819, 0.178591
9.600000, -1.948611, 0.338021
9.800000, -1.872276, 0.416900
10.000000, -1.783338, 0.470261
10.200000, -1.684402, 0.519336
10.400000, -1.575221, 0.574064
10.600000, -1.453936, 0.641576
10.800000, -1.317215, 0.730029
11.000000, -1.159750, 0.851554
11.200000, -0.973101, 1.026183
11.400000, -0.743548, 1.287863
11.600000, -0.448635, 1.690356
11.800000, -0.054074, 2.289131
12.000000, 0.475322, 2.989215
12.200000, 1.106769, 3.156650
12.400000, 1.650061, 2.121339
12.600000, 1.936472, 0.802953
12.800000, 2.013472, 0.073638
13.000000, 1.992326, -0.231707
13.200000, 1.930977, -0.362278
13.400000, 1.850972, -0.431523
13.600000, 1.759431, -0.482486
13.800000, 1.658021, -0.532245
14.000000, 1.546032, -0.589521
14.200000, 1.421252, -0.661418
14.400000, 1.279922, -0.756800
14.600000, 1.116089, -0.889341
14.800000, 0.920238, -1.081912
15.000000, 0.676831, -1.373078
15.200000, 0.360594, -1.821008
15.400000, -0.065273, -2.467554
15.600000, -0.628833, -3.121293
15.800000, -1.261148, -3.004259
16.000000, -1.747618, -1.758579
16.200000, -1.970463, -0.562310
16.400000, -2.014183, 0.030399
16.600000, -1.979468, 0.274583
16.800000, -1.912226, 0.383001
17.000000, -1.828959, 0.445112
17.200000, -1.734906, 0.494673
17.400000, -1.630972, 0.545637
17.600000, -1.516036, 0.605894
17.800000, -1.387526, 0.682721
18.000000, -1.241218, 0.785874
18.200000, -1.070428, 0.930843
18.400000, -0.864412, 1.143756
18.600000, -0.605573, 1.468171
18.800000, -0.265629, 1.965077
19.000000, 0.193758, 2.650168
19.200000, 0.787792, 3.204470
19.400000, 1.405708, 2.767932
19.600000, 1.827327, 1.405887
19.800000, 1.993322, 0.363364
20.000000, 2.010277, -0.113318
